date,open,close,high,low,volume,amount
2020-03-05,905.08,939.77,943.76,899.33,62426,7210484992.0
2020-03-06,931.77,924.27,944.77,920.75,30641,3553622352.0
2020-03-09,903.77,882.78,903.77,880.08,43404,4865288448.0
2020-03-10,881.77,924.77,936.77,881.77,58063,6635936256.0
2020-03-11,924.27,927.29,938.35,909.77,35548,4124607952.0
2020-03-12,909.99,907.27,921.77,893.87,36631,4172606112.0
2020-03-13,858.77,880.8,897.75,848.77,75885,8348496384.0
2020-03-16,872.75,835.77,876.72,830.77,51233,5548946688.0
2020-03-17,823.77,813.87,846.77,779.89,79359,8277472768.0
2020-03-18,808.77,776.76,828.77,776.76,73460,7582762496.0
2020-03-19,762.76,764.77,783.77,728.87,102265,10075880448.0
2020-03-20,779.77,804.05,811.77,779.77,60139,6169094400.0
2020-03-23,768.77,787.77,804.05,760.29,48472,4918121984.0
2020-03-24,811.77,824.77,827.65,803.77,46651,4900364032.0
2020-03-25,856.75,848.87,860.13,842.97,37049,4015061216.0
2020-03-26,842.1,833.69,859.97,830.77,30049,3231754304.0
2020-03-27,853.77,844.27,860.77,843.78,36261,3931759360.0
2020-03-30,829.02,840.77,845.77,825.77,30687,3279823024.0
2020-03-31,850.77,879.77,883.77,850.57,47984,5293170688.0
2020-04-01,885.77,871.77,897.77,871.77,33205,3700184240.0
2020-04-02,872.77,913.77,913.77,872.65,45206,5095167488.0
2020-04-03,907.8,908.56,916.73,900.75,27618,3148421872.0
2020-04-07,930.72,928.72,935.27,917.66,43488,5041525504.0
2020-04-08,920.77,928.53,935.08,920.77,24224,2809422096.0
2020-04-09,934.77,927.27,937.77,916.73,22817,2640230496.0
2020-04-10,926.65,933.77,950.27,922.27,27804,3252600672.0
2020-04-13,933.77,931.07,938.75,917.27,15981,1854563728.0
2020-04-14,944.77,953.87,960.32,934.77,36800,4340858624.0
2020-04-15,960.77,958.37,972.76,955.87,29332,3501318256.0
2020-04-16,961.74,965.87,965.87,952.87,21728,2588431840.0
2020-04-17,978.77,994.77,1003.33,973.78,38246,4676618240.0
2020-04-20,989.77,996.07,1000.27,985.57,24239,2963483328.0
2020-04-21,989.79,968.77,992.76,961.77,29224,3517018480.0
2020-04-22,974.77,1013.27,1018.27,970.99,44035,5430377728.0
2020-04-23,1018.77,1021.03,1034.45,1016.54,26899,3377042464.0
2020-04-24,1016.77,1019.33,1028.66,1003.95,19122,2390444032.0
2020-04-27,1025.77,1044.77,1046.94,1019.73,25904,3284513344.0
2020-04-28,1054.08,1047.9,1068.71,1040.65,34662,4458549504.0
2020-04-29,1046.57,1043.67,1056.87,1026.77,23444,2976724960.0
2020-04-30,1039.77,1034.47,1053.78,1027.65,24661,3134408880.0
2020-05-06,1019.77,1068.77,1068.77,1018.77,35835,4598589696.0
2020-05-07,1068.17,1080.77,1083.76,1061.77,27935,3647628304.0
2020-05-08,1085.77,1083.38,1106.77,1077.28,29079,3839218032.0
2020-05-11,1088.77,1091.78,1103.77,1082.44,23671,3135990960.0
2020-05-12,1086.77,1101.77,1103.76,1084.77,19722,2621824688.0
2020-05-13,1101.77,1104.72,1106.76,1091.65,22014,2931464944.0
2020-05-14,1098.77,1095.36,1103.65,1093.88,18575,2467976352.0
2020-05-15,1097.77,1081.77,1102.27,1070.65,26398,3469736816.0
2020-05-18,1074.77,1114.98,1120.27,1073.9,34362,4587989760.0
2020-05-19,1132.77,1114.88,1132.77,1106.77,24787,3342210480.0
2020-05-20,1114.88,1119.77,1127.95,1105.58,21183,2859455104.0
2020-05-21,1123.77,1134.87,1140.73,1121.63,23052,3147105456.0
2020-05-22,1134.77,1096.97,1134.87,1091.65,34427,4608696064.0
2020-05-25,1098.77,1131.67,1135.35,1089.77,31561,4260387680.0
2020-05-26,1138.65,1126.77,1138.72,1123.77,22470,3056188320.0
2020-05-27,1127.77,1106.77,1128.77,1101.77,26777,3596654304.0
2020-05-28,1106.74,1112.77,1115.71,1089.9,26486,3536546896.0
2020-05-29,1100.87,1135.37,1138.75,1100.87,30444,4144247216.0
2020-06-01,1149.77,1188.27,1188.87,1149.77,35480,4986178816.0
2020-06-02,1184.78,1179.48,1196.67,1175.43,25960,3679210592.0
2020-06-03,1183.77,1168.07,1186.27,1164.54,23557,3308382800.0
2020-06-04,1164.77,1176.76,1179.77,1164.77,18037,2534459744.0
2020-06-05,1174.02,1193.77,1197.65,1169.85,18347,2597524608.0
2020-06-08,1193.77,1174.87,1203.77,1170.78,29300,4145298448.0
2020-06-09,1176.77,1185.32,1193.77,1169.45,22612,3199849664.0
2020-06-10,1193.77,1192.43,1202.1,1185.77,22701,3234843856.0
2020-06-11,1179.78,1169.23,1186.76,1165.76,30712,4314846208.0
2020-06-12,1155.94,1185.14,1185.14,1152.08,28427,3992323392.0
2020-06-15,1170.77,1151.77,1180.37,1149.77,34615,4819512320.0
2020-06-16,1167.27,1172.65,1182.77,1161.9,29207,4099718928.0
2020-06-17,1180.63,1173.77,1180.67,1163.79,19453,2730097120.0
2020-06-18,1173.67,1181.77,1181.97,1168.87,21010,2956800080.0
2020-06-19,1188.77,1208.61,1213.97,1183.87,38958,5603232768.0
2020-06-22,1203.87,1207.77,1212.66,1201.97,23247,3343536640.0
2020-06-23,1203.77,1243.27,1250.77,1202.29,33934,4963194624.0
2020-06-24,1249.39,1245.8,1251.5,1230.79,25139,3663537120.0
2020-06-29,1233.79,1248.96,1251.79,1222.8,28081,4064048240.0
2020-06-30,1248.91,1248.67,1254.77,1240.91,22446,3281641200.0
2020-07-01,1253.79,1280.06,1291.89,1249.81,38682,5759640320.0
2020-07-02,1284.79,1329.79,1336.69,1280.79,45884,7014289664.0
2020-07-03,1335.79,1327.58,1338.29,1302.67,35126,5395636992.0
2020-07-06,1323.79,1385.79,1401.79,1317.6,51822,8228069120.0
2020-07-07,1388.88,1473.79,1530.61,1386.79,66664,11219852032.0
2020-07-08,1465.79,1467.13,1504.79,1445.79,53170,8963188992.0
2020-07-09,1476.79,1491.79,1497.79,1467.79,35033,5951732736.0
2020-07-10,1474.79,1499.64,1522.39,1474.73,37100,6352507392.0
2020-07-13,1500.47,1567.78,1572.79,1500.47,60727,10679460352.0
2020-07-14,1567.78,1547.79,1567.82,1534.19,46094,8135834880.0
2020-07-15,1530.67,1538.32,1568.39,1530.5,40713,7176560640.0
2020-07-16,1515.7,1399.79,1515.7,1385.79,102242,16901373184.0
2020-07-17,1405.79,1433.84,1458.38,1405.79,65902,10863420160.0
2020-07-20,1438.29,1422.75,1449.78,1374.67,45280,7363823104.0
2020-07-21,1432.43,1453.79,1488.59,1416.78,41970,7026353152.0
2020-07-22,1443.79,1463.87,1495.79,1443.79,39201,6637265408.0
2020-07-23,1457.79,1461.79,1476.79,1435.79,34321,5739050240.0
2020-07-24,1440.64,1381.09,1451.79,1370.79,78752,12705942016.0
2020-07-27,1401.8,1408.34,1415.59,1385.79,38788,6279664384.0
2020-07-28,1415.79,1455.79,1465.79,1415.79,54912,9133721856.0
2020-07-29,1475.79,1457.79,1475.79,1418.79,50748,8411790080.0
2020-07-30,1456.99,1465.79,1486.38,1456.29,38373,6486855424.0
2020-07-31,1470.79,1463.97,1490.79,1431.79,40685,6846747392.0
2020-08-03,1472.67,1453.79,1482.37,1445.79,34661,5790041344.0
2020-08-04,1460.79,1455.78,1468.78,1445.79,31941,5337185792.0
2020-08-05,1447.88,1453.79,1458.88,1429.1,25522,4236612464.0
2020-08-06,1455.79,1423.75,1459.82,1415.79,32649,5372942592.0
2020-08-07,1430.56,1416.79,1435.46,1384.29,34242,5560065792.0
2020-08-10,1413.76,1419.78,1430.75,1393.9,23624,3857721120.0
2020-08-11,1425.79,1428.3,1452.22,1425.79,35818,5936904960.0
2020-08-12,1418.79,1412.74,1426.79,1391.04,27934,4529267456.0
2020-08-13,1415.79,1420.79,1424.67,1394.79,20541,3341652192.0
2020-08-14,1425.69,1446.79,1451.49,1416.79,37653,6230475520.0
2020-08-17,1459.79,1475.79,1490.14,1455.79,43572,7363610880.0
2020-08-18,1483.17,1490.79,1505.79,1476.79,30423,5192751872.0
2020-08-19,1485.79,1472.79,1502.79,1468.78,26915,4578143744.0
2020-08-20,1459.79,1449.79,1464.79,1441.79,22382,3727183936.0
2020-08-21,1458.79,1461.79,1483.79,1456.79,25082,4217048416.0
2020-08-24,1485.79,1482.14,1493.79,1476.8,30933,5260286464.0
2020-08-25,1490.59,1512.79,1532.57,1484.42,41872,7227309824.0
2020-08-26,1519.79,1512.79,1530.79,1500.81,26216,4530374144.0
2020-08-27,1517.78,1516.79,1519.77,1490.79,22636,3896759440.0
2020-08-28,1516.79,1542.79,1549.79,1507.29,42300,7389242368.0
2020-08-31,1556.37,1572.29,1601.79,1556.37,47810,8608932608.0
2020-09-01,1577.79,1587.77,1587.79,1560.8,31640,5661594368.0
2020-09-02,1610.79,1580.79,1613.79,1555.79,32009,5746351872.0
2020-09-03,1580.79,1578.79,1597.79,1565.49,30437,5471333888.0
2020-09-04,1551.79,1555.79,1562.78,1531.79,30858,5433479424.0
2020-09-07,1545.79,1509.29,1563.78,1489.76,31112,5446354688.0
2020-09-08,1517.79,1497.19,1523.59,1462.86,34472,5865962752.0
2020-09-09,1485.46,1473.79,1496.79,1465.83,25964,4401806080.0
2020-09-10,1489.53,1491.59,1505.79,1485.79,24778,4236694400.0
2020-09-11,1473.79,1518.79,1521.79,1473.79,31088,5339883520.0
2020-09-14,1530.79,1551.79,1554.79,1516.37,31056,5448188928.0
2020-09-15,1555.78,1545.79,1555.78,1533.54,20821,3654872016.0
2020-09-16,1545.79,1510.89,1550.6,1504.79,22516,3916457760.0
2020-09-17,1485.79,1456.31,1485.79,1443.79,63680,10683350272.0
2020-09-18,1450.79,1480.79,1480.79,1420.8,47201,7853673216.0
2020-09-21,1478.55,1452.59,1478.55,1452.45,22444,3756765104.0
2020-09-22,1435.79,1451.48,1472.77,1435.79,23265,3890070208.0
2020-09-23,1420.79,1435.77,1451.8,1406.81,35726,5878691072.0
2020-09-24,1421.76,1415.11,1444.67,1412.59,30051,4915392256.0
2020-09-25,1415.79,1420.9,1435.79,1410.79,22583,3700843488.0
2020-09-28,1420.98,1446.79,1454.29,1420.98,24232,4019640144.0
2020-09-29,1455.12,1438.09,1455.19,1438.09,17431,2895081360.0
2020-09-30,1445.79,1454.29,1477.69,1445.79,27088,4536012544.0
2020-10-09,1477.79,1481.79,1492.21,1473.79,34240,5817280512.0
2020-10-12,1485.79,1536.4,1536.4,1485.79,43729,7597987840.0
2020-10-13,1536.41,1524.79,1536.41,1520.79,22944,3995560512.0
2020-10-14,1525.79,1514.79,1532.77,1511.79,20481,3554316592.0
2020-10-15,1506.92,1510.79,1520.79,1506.79,16204,2801250560.0
2020-10-16,1510.79,1497.79,1520.37,1488.79,17377,2991246896.0
2020-10-19,1510.79,1484.79,1519.77,1477.69,19226,3284383408.0
2020-10-20,1485.78,1519.79,1520.76,1480.79,27735,4787807488.0
2020-10-21,1519.89,1519.12,1527.94,1508.79,18901,3275357440.0
2020-10-22,1515.79,1528.29,1530.79,1501.3,22481,3897729792.0
2020-10-23,1526.57,1501.12,1533.38,1499.79,19292,3339987456.0
2020-10-26,1404.79,1428.79,1448.71,1385.79,66015,10821908224.0
2020-10-27,1428.79,1410.79,1429.79,1401.91,43944,7156688384.0
2020-10-28,1411.79,1450.6,1462.79,1410.87,34637,5739452160.0
2020-10-29,1440.63,1461.79,1493.79,1432.79,39374,6633168640.0
2020-10-30,1463.79,1455.81,1481.79,1450.79,26055,4379602176.0
2020-11-02,1460.79,1459.8,1480.79,1457.79,21066,3544422240.0
2020-11-03,1470.78,1480.79,1491.69,1461.29,23497,3976621216.0
2020-11-04,1485.79,1485.37,1489.79,1470.79,16444,2788396256.0
2020-11-05,1502.79,1507.69,1518.27,1497.89,23524,4053043264.0
2020-11-06,1516.34,1486.41,1517.38,1475.79,23052,3932702368.0
2020-11-09,1487.17,1528.36,1536.47,1486.41,41470,7198679808.0
2020-11-10,1538.71,1530.79,1550.27,1521.79,30189,5287968256.0
2020-11-11,1530.79,1517.14,1563.29,1516.79,34851,6122365440.0
2020-11-12,1515.8,1520.58,1535.79,1508.06,23473,4071729792.0
2020-11-13,1509.79,1490.79,1514.67,1476.79,28155,4791276544.0
2020-11-16,1496.79,1515.84,1515.84,1483.05,30613,5247897088.0
2020-11-17,1525.79,1501.59,1528.14,1486.86,25224,4355288064.0
2020-11-18,1500.79,1479.44,1506.32,1468.95,35179,5973146880.0
2020-11-19,1470.29,1505.98,1510.79,1466.39,27816,4767508736.0
2020-11-20,1505.79,1505.75,1521.79,1498.44,21875,3771894864.0
2020-11-23,1556.8,1576.0,1595.69,1556.8,66637,11926870528.0
2020-11-24,1555.78,1549.29,1568.29,1537.26,32465,5736960256.0
2020-11-25,1547.29,1512.67,1554.67,1509.79,28226,4910540800.0
2020-11-26,1511.79,1520.18,1525.78,1510.97,23228,4027749312.0
2020-11-27,1518.45,1523.69,1525.82,1503.79,21569,3737697984.0
2020-11-30,1520.79,1499.7,1524.69,1499.7,31940,5520322304.0
2020-12-01,1511.79,1522.79,1524.78,1505.8,28196,4891829248.0
2020-12-02,1531.79,1523.8,1534.79,1516.79,23572,4101369312.0
2020-12-03,1523.8,1534.79,1541.45,1517.89,29506,5147357696.0
2020-12-04,1537.79,1578.9,1585.89,1537.79,62491,11176048896.0
2020-12-07,1588.49,1598.19,1626.18,1586.34,58331,10617305088.0
2020-12-08,1600.79,1635.79,1660.79,1598.79,61454,11333352192.0
2020-12-09,1651.74,1625.79,1651.79,1624.79,31152,5766037504.0
2020-12-10,1625.79,1618.69,1635.56,1613.79,32654,6009239808.0
2020-12-11,1620.57,1605.79,1623.11,1590.6,30776,5595359744.0
2020-12-14,1613.56,1614.79,1615.77,1600.79,33052,6026813440.0
2020-12-15,1619.29,1601.8,1623.01,1590.79,29605,5383582208.0
2020-12-16,1616.29,1625.79,1631.46,1606.0,32150,5901298176.0
2020-12-17,1631.29,1651.3,1653.79,1625.79,36031,6683421952.0
2020-12-18,1637.6,1630.79,1654.8,1626.87,27077,5020968960.0
2020-12-21,1625.79,1628.29,1637.02,1623.39,30697,5663526912.0
2020-12-22,1635.76,1666.79,1684.78,1628.3,40651,7618583552.0
2020-12-23,1683.78,1627.44,1691.99,1606.81,47706,8901002240.0
